1,"y[1,1]",0
2,"y[1,2]",0
3,"y[1,3]",0
4,"y[1,4]",0
5,"y[1,5]",0
6,"y[1,6]",0
7,"y[1,7]",0
8,"y[1,8]",0
9,"y[1,9]",0
10,"y[1,10]",0
11,"y[1,11]",0
12,"y[1,12]",0
13,"y[1,13]",0
14,"y[1,14]",0
15,"y[1,15]",0
16,"y[1,16]",0
17,"y[1,17]",0
18,"y[1,18]",0
19,"y[1,19]",0
20,"y[1,20]",1
21,"y[1,21]",0
22,"y[1,22]",0
23,"y[1,23]",0
24,"y[1,24]",0
25,"y[1,25]",0
26,"y[1,26]",0
27,"y[1,27]",0
28,"y[1,28]",0
29,"y[1,29]",0
30,"y[1,30]",0
31,"y[2,1]",0
32,"y[2,2]",0
33,"y[2,3]",0
34,"y[2,4]",0
35,"y[2,5]",0
36,"y[2,6]",0
37,"y[2,7]",0
38,"y[2,8]",0
39,"y[2,9]",0
40,"y[2,10]",0
41,"y[2,11]",0
42,"y[2,12]",0
43,"y[2,13]",0
44,"y[2,14]",1
45,"y[2,15]",0
46,"y[2,16]",0
47,"y[2,17]",0
48,"y[2,18]",0
49,"y[2,19]",0
50,"y[2,20]",0
51,"y[2,21]",0
52,"y[2,22]",0
53,"y[2,23]",0
54,"y[2,24]",0
55,"y[2,25]",0
56,"y[2,26]",0
57,"y[2,27]",0
58,"y[2,28]",0
59,"y[2,29]",0
60,"y[2,30]",0
61,"y[3,1]",0
62,"y[3,2]",0
63,"y[3,3]",0
64,"y[3,4]",0
65,"y[3,5]",0
66,"y[3,6]",0
67,"y[3,7]",0
68,"y[3,8]",0
69,"y[3,9]",0
70,"y[3,10]",0
71,"y[3,11]",0
72,"y[3,12]",0
73,"y[3,13]",0
74,"y[3,14]",1
75,"y[3,15]",0
76,"y[3,16]",0
77,"y[3,17]",0
78,"y[3,18]",0
79,"y[3,19]",0
80,"y[3,20]",0
81,"y[3,21]",0
82,"y[3,22]",0
83,"y[3,23]",0
84,"y[3,24]",0
85,"y[3,25]",0
86,"y[3,26]",0
87,"y[3,27]",0
88,"y[3,28]",0
89,"y[3,29]",0
90,"y[3,30]",0
91,"y[4,1]",0
92,"y[4,2]",0
93,"y[4,3]",0
94,"y[4,4]",0
95,"y[4,5]",0
96,"y[4,6]",0
97,"y[4,7]",0
98,"y[4,8]",0
99,"y[4,9]",0
100,"y[4,10]",1
101,"y[4,11]",0
102,"y[4,12]",0
103,"y[4,13]",0
104,"y[4,14]",0
105,"y[4,15]",0
106,"y[4,16]",0
107,"y[4,17]",0
108,"y[4,18]",0
109,"y[4,19]",0
110,"y[4,20]",0
111,"y[4,21]",0
112,"y[4,22]",0
113,"y[4,23]",0
114,"y[4,24]",0
115,"y[4,25]",0
116,"y[4,26]",0
117,"y[4,27]",0
118,"y[4,28]",0
119,"y[4,29]",0
120,"y[4,30]",0
121,"y[5,1]",0
122,"y[5,2]",0
123,"y[5,3]",0
124,"y[5,4]",0
125,"y[5,5]",0
126,"y[5,6]",0
127,"y[5,7]",0
128,"y[5,8]",0
129,"y[5,9]",1
130,"y[5,10]",0
131,"y[5,11]",0
132,"y[5,12]",0
133,"y[5,13]",0
134,"y[5,14]",0
135,"y[5,15]",0
136,"y[5,16]",0
137,"y[5,17]",0
138,"y[5,18]",0
139,"y[5,19]",0
140,"y[5,20]",0
141,"y[5,21]",0
142,"y[5,22]",0
143,"y[5,23]",0
144,"y[5,24]",0
145,"y[5,25]",0
146,"y[5,26]",0
147,"y[5,27]",0
148,"y[5,28]",0
149,"y[5,29]",0
150,"y[5,30]",0
151,"y[6,1]",0
152,"y[6,2]",0
153,"y[6,3]",0
154,"y[6,4]",0
155,"y[6,5]",0
156,"y[6,6]",0
157,"y[6,7]",0
158,"y[6,8]",0
159,"y[6,9]",1
160,"y[6,10]",0
161,"y[6,11]",0
162,"y[6,12]",0
163,"y[6,13]",0
164,"y[6,14]",0
165,"y[6,15]",0
166,"y[6,16]",0
167,"y[6,17]",0
168,"y[6,18]",0
169,"y[6,19]",0
170,"y[6,20]",0
171,"y[6,21]",0
172,"y[6,22]",0
173,"y[6,23]",0
174,"y[6,24]",0
175,"y[6,25]",0
176,"y[6,26]",0
177,"y[6,27]",0
178,"y[6,28]",0
179,"y[6,29]",0
180,"y[6,30]",0
181,"y[7,1]",0
182,"y[7,2]",0
183,"y[7,3]",0
184,"y[7,4]",0
185,"y[7,5]",0
186,"y[7,6]",0
187,"y[7,7]",0
188,"y[7,8]",0
189,"y[7,9]",0
190,"y[7,10]",1
191,"y[7,11]",0
192,"y[7,12]",0
193,"y[7,13]",0
194,"y[7,14]",0
195,"y[7,15]",0
196,"y[7,16]",0
197,"y[7,17]",0
198,"y[7,18]",0
199,"y[7,19]",0
200,"y[7,20]",0
201,"y[7,21]",0
202,"y[7,22]",0
203,"y[7,23]",0
204,"y[7,24]",0
205,"y[7,25]",0
206,"y[7,26]",0
207,"y[7,27]",0
208,"y[7,28]",0
209,"y[7,29]",0
210,"y[7,30]",0
211,"y[8,1]",0
212,"y[8,2]",0
213,"y[8,3]",0
214,"y[8,4]",0
215,"y[8,5]",0
216,"y[8,6]",0
217,"y[8,7]",0
218,"y[8,8]",0
219,"y[8,9]",0
220,"y[8,10]",1
221,"y[8,11]",0
222,"y[8,12]",0
223,"y[8,13]",0
224,"y[8,14]",0
225,"y[8,15]",0
226,"y[8,16]",0
227,"y[8,17]",0
228,"y[8,18]",0
229,"y[8,19]",0
230,"y[8,20]",0
231,"y[8,21]",0
232,"y[8,22]",0
233,"y[8,23]",0
234,"y[8,24]",0
235,"y[8,25]",0
236,"y[8,26]",0
237,"y[8,27]",0
238,"y[8,28]",0
239,"y[8,29]",0
240,"y[8,30]",0
241,"y[9,1]",0
242,"y[9,2]",0
243,"y[9,3]",0
244,"y[9,4]",0
245,"y[9,5]",0
246,"y[9,6]",0
247,"y[9,7]",0
248,"y[9,8]",0
249,"y[9,9]",0
250,"y[9,10]",1
251,"y[9,11]",0
252,"y[9,12]",0
253,"y[9,13]",0
254,"y[9,14]",0
255,"y[9,15]",0
256,"y[9,16]",0
257,"y[9,17]",0
258,"y[9,18]",0
259,"y[9,19]",0
260,"y[9,20]",0
261,"y[9,21]",0
262,"y[9,22]",0
263,"y[9,23]",0
264,"y[9,24]",0
265,"y[9,25]",0
266,"y[9,26]",0
267,"y[9,27]",0
268,"y[9,28]",0
269,"y[9,29]",0
270,"y[9,30]",0
271,"y[10,1]",0
272,"y[10,2]",0
273,"y[10,3]",0
274,"y[10,4]",0
275,"y[10,5]",0
276,"y[10,6]",0
277,"y[10,7]",0
278,"y[10,8]",0
279,"y[10,9]",0
280,"y[10,10]",0
281,"y[10,11]",0
282,"y[10,12]",0
283,"y[10,13]",0
284,"y[10,14]",0
285,"y[10,15]",0
286,"y[10,16]",0
287,"y[10,17]",0
288,"y[10,18]",0
